테이블명,GRAIN,테이블유형,컬럼명,타입,NULLABLE,키,FK_타깃,설명,주의_제약(DDL)
DIM_CAMPAIGN,1캠페인,DIMENSION,CAMPAIGN_OPEN_DATE,DATE,Y,,,오픈일자(#19),
DIM_CAMPAIGN,1캠페인,DIMENSION,ORG_SK,"NUMBER(38,0)",Y,FK,DIM_ORG(ORG_SK),캠페인 귀속조직,
DIM_CAMPAIGN,1캠페인,DIMENSION,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
DIM_CAMPAIGN,1캠페인,DIMENSION,DW_LOAD_TS,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
DIM_CAMPAIGN,1캠페인,DIMENSION,DW_UPDATE_TS,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
DIM_CAMPAIGN,1캠페인,DIMENSION,DW_BATCH_ID,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
DIM_DATE,1일,DIMENSION,DATE_SK,"NUMBER(8,0)",N,PK,,YYYYMMDD,
DIM_DATE,1일,DIMENSION,FULL_DATE,DATE,Y,,,실제 일자,
DIM_DATE,1일,DIMENSION,YEAR,"NUMBER(4,0)",Y,,,년,
DIM_DATE,1일,DIMENSION,MONTH,"NUMBER(2,0)",Y,,,월,
DIM_DATE,1일,DIMENSION,MONTH_KEY,"NUMBER(6,0)",Y,,,YYYYMM (월팩트 conform),
DIM_DATE,1일,DIMENSION,DAY,"NUMBER(2,0)",Y,,,일,
DIM_DATE,1일,DIMENSION,DAY_OF_WEEK,VARCHAR,Y,,,요일,
DIM_DATE,1일,DIMENSION,WEEK_OF_YEAR,"NUMBER(2,0)",Y,,,주차,
DIM_DATE,1일,DIMENSION,QUARTER,"NUMBER(1,0)",Y,,,분기,
DIM_DATE,1일,DIMENSION,IS_HOLIDAY,BOOLEAN,Y,,,휴일여부,
DIM_DATE,1일,DIMENSION,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
DIM_DATE,1일,DIMENSION,DW_LOAD_TS,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
DIM_DATE,1일,DIMENSION,DW_UPDATE_TS,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
DIM_DATE,1일,DIMENSION,DW_BATCH_ID,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
DIM_DEVICE,1디바이스,DIMENSION,DEVICE_SK,"NUMBER(38,0)",N,PK,,"디바이스 대리키 (ETL 일련번호, PK)",
DIM_DEVICE,1디바이스,DIMENSION,DEVICE_TYPE,VARCHAR,Y,,,PC / M / APP,
DIM_DEVICE,1디바이스,DIMENSION,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
DIM_DEVICE,1디바이스,DIMENSION,DW_LOAD_TS,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
DIM_DEVICE,1디바이스,DIMENSION,DW_UPDATE_TS,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
DIM_DEVICE,1디바이스,DIMENSION,DW_BATCH_ID,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
DIM_EVENT,1행사/이벤트,DIMENSION,EVENT_SK,"NUMBER(38,0)",N,PK,,"행사 대리키 (ETL 일련번호, PK)",
DIM_EVENT,1행사/이벤트,DIMENSION,EVENT_BK,VARCHAR,N,BK,,"행사 업무키(BK, 자연키)",
DIM_EVENT,1행사/이벤트,DIMENSION,EVENT_KIND,VARCHAR,Y,,,온라인/오프라인,
DIM_EVENT,1행사/이벤트,DIMENSION,EVENT_CATEGORY,VARCHAR,Y,,,행사구분,
DIM_EVENT,1행사/이벤트,DIMENSION,EVENT_NAME,VARCHAR,Y,,,행사명,
DIM_EVENT,1행사/이벤트,DIMENSION,EVENT_START_DATE,DATE,Y,,,행사기간 시작(05 3-6),
DIM_EVENT,1행사/이벤트,DIMENSION,EVENT_END_DATE,DATE,Y,,,행사기간 종료(05 3-6),
DIM_EVENT,1행사/이벤트,DIMENSION,APPLY_CHANNEL,VARCHAR,Y,,,신청경로,
DIM_EVENT,1행사/이벤트,DIMENSION,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
DIM_EVENT,1행사/이벤트,DIMENSION,DW_LOAD_TS,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
DIM_EVENT,1행사/이벤트,DIMENSION,DW_UPDATE_TS,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
DIM_EVENT,1행사/이벤트,DIMENSION,DW_BATCH_ID,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
DIM_GA_EVENT,GA 이벤트분류,DIMENSION,GA_EVENT_SK,"NUMBER(38,0)",N,PK,,"GA 이벤트 대리키 (ETL 일련번호, PK)",
DIM_GA_EVENT,GA 이벤트분류,DIMENSION,EVENT_CATEGORY,VARCHAR,Y,,,이벤트 카테고리(#99),
DIM_GA_EVENT,GA 이벤트분류,DIMENSION,EVENT_LABEL,VARCHAR,Y,,,이벤트 라벨(#100),
DIM_GA_EVENT,GA 이벤트분류,DIMENSION,EVENT_ACTION,VARCHAR,Y,,,이벤트 액션(#101),
DIM_GA_EVENT,GA 이벤트분류,DIMENSION,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
DIM_GA_EVENT,GA 이벤트분류,DIMENSION,DW_LOAD_TS,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
DIM_GA_EVENT,GA 이벤트분류,DIMENSION,DW_UPDATE_TS,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
DIM_GA_EVENT,GA 이벤트분류,DIMENSION,DW_BATCH_ID,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
DIM_GA_SOURCE,GA 트래픽소스,DIMENSION,GA_SOURCE_SK,"NUMBER(38,0)",N,PK,,"GA 트래픽소스 대리키 (ETL 일련번호, PK)",
DIM_GA_SOURCE,GA 트래픽소스,DIMENSION,UTM_SOURCE,VARCHAR,Y,,,source,
DIM_GA_SOURCE,GA 트래픽소스,DIMENSION,UTM_MEDIUM,VARCHAR,Y,,,medium,
DIM_GA_SOURCE,GA 트래픽소스,DIMENSION,UTM_CONTENT,VARCHAR,Y,,,세션 수동 광고 콘텐츠(#103),
DIM_GA_SOURCE,GA 트래픽소스,DIMENSION,UTM_TERM,VARCHAR,Y,,,세션 수동 검색어(#104),
DIM_GA_SOURCE,GA 트래픽소스,DIMENSION,SOURCE_MEDIUM,VARCHAR,Y,,,세션 소스/매체(#109),
DIM_GA_SOURCE,GA 트래픽소스,DIMENSION,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
DIM_GA_SOURCE,GA 트래픽소스,DIMENSION,DW_LOAD_TS,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
DIM_GA_SOURCE,GA 트래픽소스,DIMENSION,DW_UPDATE_TS,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
DIM_GA_SOURCE,GA 트래픽소스,DIMENSION,DW_BATCH_ID,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
DIM_MEMBER,회원 상태버전,DIMENSION,MEMBER_SK,"NUMBER(38,0)",N,PK,,버전 대리키,
DIM_MEMBER,회원 상태버전,DIMENSION,MEMBER_DK,VARCHAR(10),N,DK,,불변 회원키(조인용),"SCD2 다중버전 — FK 대상 불가, 현재행 경유 조인; [실측06-30]VARCHAR(10): 일시 비숫자·정기 leading-zero→NUMBER 금지·충돌0 접두불요"
DIM_MEMBER,회원 상태버전,DIMENSION,GENDER,VARCHAR,Y,,,성별(#130),
DIM_MEMBER,회원 상태버전,DIMENSION,REGION,VARCHAR,Y,,,지역(#131),
DIM_MEMBER,회원 상태버전,DIMENSION,AGE_BAND,VARCHAR,Y,,,연령대(overview). 원천: 개발/증감 테이블 AGE 스냅샷,
DIM_MEMBER,회원 상태버전,DIMENSION,MEMBER_STATUS,VARCHAR,Y,,,회원상태(#132),
DIM_MEMBER,회원 상태버전,DIMENSION,MEMBER_TYPE,VARCHAR,Y,,,회원구분(05 2-1). 원천: MBER_DIV_CD(MM018 개인/기업/단체),
DIM_MEMBER,회원 상태버전,DIMENSION,NEW_EXISTING_FLAG,VARCHAR,Y,,,신규기존구분(#113),
DIM_MEMBER,회원 상태버전,DIMENSION,FIRST_JOIN_DATE,DATE,Y,,,최초가입일=회원번호 생성일(#28),
DIM_MEMBER,회원 상태버전,DIMENSION,FIRST_CAMPAIGN,VARCHAR,Y,,,최초캠페인(#29),
DIM_MEMBER,회원 상태버전,DIMENSION,ENROLL_PATH,VARCHAR,Y,,,가입경로(overview 2-1). 원천: JOIN_PATH_CD(MM014),
DIM_MEMBER,회원 상태버전,DIMENSION,FIRST_SPONSORSHIP,VARCHAR,Y,,,최초후원사업(회원 스냅샷). 원천: TM_MM_FDRM_MBER_SPNSR_BSNS,
DIM_MEMBER,회원 상태버전,DIMENSION,LAST_STOP_DATE,DATE,Y,,,최종중단일(#30),
DIM_MEMBER,회원 상태버전,DIMENSION,LAST_CAMPAIGN,VARCHAR,Y,,,최종캠페인(#31),
DIM_MEMBER,회원 상태버전,DIMENSION,CURRENT_SPONSORSHIP,VARCHAR,Y,,,현재후원사업(회원 스냅샷). 원천: TM_MM_FDRM_MBER_SPNSR_BSNS,
DIM_MEMBER,회원 상태버전,DIMENSION,EFFECTIVE_FROM,DATE,Y,,,SCD2 유효시작,
DIM_MEMBER,회원 상태버전,DIMENSION,EFFECTIVE_TO,DATE,Y,,,SCD2 유효종료,
DIM_MEMBER,회원 상태버전,DIMENSION,IS_CURRENT,BOOLEAN,Y,,,현재행 여부,
DIM_MEMBER,회원 상태버전,DIMENSION,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
DIM_MEMBER,회원 상태버전,DIMENSION,DW_LOAD_TS,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
DIM_MEMBER,회원 상태버전,DIMENSION,DW_UPDATE_TS,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
DIM_MEMBER,회원 상태버전,DIMENSION,DW_BATCH_ID,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
DIM_MEMBER_IDENTITY,MEMBER_DK × ga_id,DIMENSION,IDENTITY_SK,"NUMBER(38,0)",N,PK,,"회원 식별 대리키 (ETL 일련번호, PK)",
DIM_MEMBER_IDENTITY,MEMBER_DK × ga_id,DIMENSION,MEMBER_DK,VARCHAR(10),N,"DK,FK",DIM_MEMBER(MEMBER_DK) ※비강제(SCD2/비유일),불변 회원키,SCD2 다중버전 — 현재행(IS_CURRENT) 경유 조인(중복 주의); [실측06-30]VARCHAR(10)
DIM_MEMBER_IDENTITY,MEMBER_DK × ga_id,DIMENSION,MEMBER_NO,VARCHAR,N,,,회원번호(#110),
DIM_MEMBER_IDENTITY,MEMBER_DK × ga_id,DIMENSION,MEMNUM,VARCHAR,Y,,,memnum(#111),
DIM_MEMBER_IDENTITY,MEMBER_DK × ga_id,DIMENSION,GA_MEMBER_ID,VARCHAR,Y,,,member id(#112),
DIM_MEMBER_IDENTITY,MEMBER_DK × ga_id,DIMENSION,HOMEPAGE_ID,VARCHAR,Y,,,홈페이지/앱 ID. 원천: TM_MM_FDRM_MBER_INFO.HMPG_ID,
DIM_MEMBER_IDENTITY,MEMBER_DK × ga_id,DIMENSION,CHILD_CODE,VARCHAR,Y,,,"결연아동코드(#122, URL 파싱)",
DIM_MEMBER_IDENTITY,MEMBER_DK × ga_id,DIMENSION,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
DIM_MEMBER_IDENTITY,MEMBER_DK × ga_id,DIMENSION,DW_LOAD_TS,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
DIM_MEMBER_IDENTITY,MEMBER_DK × ga_id,DIMENSION,DW_UPDATE_TS,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
DIM_MEMBER_IDENTITY,MEMBER_DK × ga_id,DIMENSION,DW_BATCH_ID,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
DIM_ORG,1조직노드,DIMENSION,ORG_SK,"NUMBER(38,0)",N,PK,,"조직 대리키 (=hash(DEPT_ID), PK)",
DIM_ORG,1조직노드,DIMENSION,ORG_DK,"NUMBER(38,0)",N,DK,,불변 조직키 (=hash(DEPT_ID); SCD1이라 ORG_SK와 1:1),"SCD2 다중버전 — FK 대상 불가, 현재행 경유 조인"
DIM_ORG,1조직노드,DIMENSION,CORP,VARCHAR,Y,,,법인(#114),
DIM_ORG,1조직노드,DIMENSION,DIVISION,VARCHAR,Y,,,본부/지부(#115),
DIM_ORG,1조직노드,DIMENSION,DEPARTMENT,VARCHAR,Y,,,부서(#116),
DIM_ORG,1조직노드,DIMENSION,TEAM,VARCHAR,Y,,,팀,파생[C-7]: 실적팀=ACMSLT_UPPER_DEPT_ID 재귀(루트 'ZV000000')·LVL5 (현업쿼리 review/05; STATS_DEPT_LVL 미사용)
DIM_ORG,1조직노드,DIMENSION,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
DIM_ORG,1조직노드,DIMENSION,DW_LOAD_TS,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
DIM_ORG,1조직노드,DIMENSION,DW_UPDATE_TS,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
DIM_ORG,1조직노드,DIMENSION,DW_BATCH_ID,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
DIM_PAYMENT,납입×결제×회비유형,DIMENSION,PAYMENT_SK,"NUMBER(38,0)",N,PK,,"납입/결제 대리키 (ETL 일련번호, PK)",
DIM_PAYMENT,납입×결제×회비유형,DIMENSION,PAYMENT_METHOD,VARCHAR,Y,,,납입방식(#125),
DIM_PAYMENT,납입×결제×회비유형,DIMENSION,SETTLE_METHOD,VARCHAR,Y,,,결제방식,
DIM_PAYMENT,납입×결제×회비유형,DIMENSION,FEE_TYPE,VARCHAR,Y,,,회비유형(정기/일시 — #66~68 분해),
DIM_PAYMENT,납입×결제×회비유형,DIMENSION,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
DIM_PAYMENT,납입×결제×회비유형,DIMENSION,DW_LOAD_TS,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
DIM_PAYMENT,납입×결제×회비유형,DIMENSION,DW_UPDATE_TS,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
DIM_PAYMENT,납입×결제×회비유형,DIMENSION,DW_BATCH_ID,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
DIM_REASON,사유코드,DIMENSION,REASON_SK,"NUMBER(38,0)",N,PK,,"사유 대리키 (ETL 일련번호, PK)",
DIM_REASON,사유코드,DIMENSION,REASON_CODE,VARCHAR,N,,,"사유코드(BK, 업무키)",
DIM_REASON,사유코드,DIMENSION,REASON_NAME,VARCHAR,Y,,,중단사유(#162)·미납사유(#82),
DIM_REASON,사유코드,DIMENSION,REASON_TYPE,VARCHAR,Y,,,중단 / 미납 구분,
DIM_REASON,사유코드,DIMENSION,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
DIM_REASON,사유코드,DIMENSION,DW_LOAD_TS,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
DIM_REASON,사유코드,DIMENSION,DW_UPDATE_TS,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
DIM_REASON,사유코드,DIMENSION,DW_BATCH_ID,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
DIM_SERVICE,1서비스,DIMENSION,SERVICE_SK,"NUMBER(38,0)",N,PK,,"서비스 대리키 (ETL 일련번호, PK)",
DIM_SERVICE,1서비스,DIMENSION,SEND_TYPE_L,VARCHAR,Y,,,발송구분 대(#133),
DIM_SERVICE,1서비스,DIMENSION,SEND_TYPE_M,VARCHAR,Y,,,발송구분 중(#134),
DIM_SERVICE,1서비스,DIMENSION,SEND_TYPE_S,VARCHAR,Y,,,발송구분 소(#135),
DIM_SERVICE,1서비스,DIMENSION,SUBTYPE,VARCHAR,Y,,,발송/참여 subtype,
DIM_SERVICE,1서비스,DIMENSION,CHANNEL,VARCHAR,Y,,,CRM_UMS (ADMIN enum은 어드민 제외로 미사용 2026-07-09),
DIM_SERVICE,1서비스,DIMENSION,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
DIM_SERVICE,1서비스,DIMENSION,DW_LOAD_TS,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
DIM_SERVICE,1서비스,DIMENSION,DW_UPDATE_TS,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
DIM_SERVICE,1서비스,DIMENSION,DW_BATCH_ID,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
DIM_SPONSORSHIP,1후원사업,DIMENSION,SPONSORSHIP_SK,"NUMBER(38,0)",N,PK,,"후원사업 대리키 (ETL 일련번호, PK)",
DIM_SPONSORSHIP,1후원사업,DIMENSION,SPONSORSHIP_BK,VARCHAR,N,BK,,"후원사업 업무키(BK, 자연키)",
DIM_SPONSORSHIP,1후원사업,DIMENSION,SPONSORSHIP_NAME,VARCHAR,Y,,,후원사업 전체(#123),
DIM_SPONSORSHIP,1후원사업,DIMENSION,SPONSORSHIP_ABBR,VARCHAR,Y,,,약칭(#124),
DIM_SPONSORSHIP,1후원사업,DIMENSION,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
DIM_SPONSORSHIP,1후원사업,DIMENSION,DW_LOAD_TS,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
DIM_SPONSORSHIP,1후원사업,DIMENSION,DW_UPDATE_TS,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
DIM_SPONSORSHIP,1후원사업,DIMENSION,DW_BATCH_ID,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,PERF_DATE_SK,"NUMBER(8,0)",N,FK,DIM_DATE(DATE_SK),실적일,
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,CAMPAIGN_SK,"NUMBER(38,0)",N,FK,DIM_CAMPAIGN(CAMPAIGN_SK),캠페인 (FK→DIM_CAMPAIGN),
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,AD_CREATIVE_SK,"NUMBER(38,0)",N,FK,DIM_AD_CREATIVE(AD_CREATIVE_SK),광고소재/매체 (FK→DIM_AD_CREATIVE),
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,DEVICE_SK,"NUMBER(38,0)",N,FK,DIM_DEVICE(DEVICE_SK),디바이스 (FK→DIM_DEVICE),
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,AD_COST,"NUMBER(18,2)",Y,,,광고비(원) (#6),
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,IMPRESSIONS,"NUMBER(38,0)",Y,,,노출수 (#23),
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,CLICKS,"NUMBER(38,0)",Y,,,"클릭수(행동 횟수, ≠회원명) (#24)",
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,INBOUND_CALL,"NUMBER(38,0)",Y,,,인입콜 (#25),
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,GA_CONV_MEMBERS,"NUMBER(38,0)",Y,,,GA전환수(명),
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,GA_CONV_CNT,"NUMBER(18,4)",Y,,,GA전환수(건),
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,DAY_OF_WEEK,VARCHAR,Y,,,요일,
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,WEEK_OF_YEAR,"NUMBER(2,0)",Y,,,주차,
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,TIME_BAND,VARCHAR,Y,,,시간대,
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,CM_POSITION,VARCHAR,Y,,,CM위치,
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,RT_TYPE,VARCHAR,Y,,,RT유형,
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,AD_START_TIME,VARCHAR,Y,,,광고시작시간,
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,BROADCAST_DATE,DATE,Y,,,송출일(≠실적일),
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,DW_LOAD_TS,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,DW_UPDATE_TS,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
FACT_AD_PERFORMANCE,PERF_DATE × CAMPAIGN_SK × AD_CREATIVE_SK × DEVICE_SK,FACT,DW_BATCH_ID,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
